id,text
id,Response ID
submitdate,Date submitted
lastpage,Last page
startlanguage,Start language
seed,Seed
G01Q01,Are you between 18 and 35 years old or older?
G01Q02,Do you currently have a job? (mini-jobs and working student do also count)
G01Q03,"Do you use LLMs such as ChatGPT, Claude, DeepSeek, or similar tools for learning for your work (typically at your workplace)? ""Learning for your work"" refers to learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks."
G02Q04,How old are you?
G02Q05,What is your gender?
G02Q05[other],What is your gender? [Other]
G02Q06,What is the highest level of school education you have completed?
G02Q06[other],What is the highest level of school education you have completed? [Other]
G02Q07,What is the highest vocational or academic qualification you have completed?
G02Q07[other],What is the highest vocational or academic qualification you have completed? [Other]
G02Q08,In what field do you currently work?
G02Q09,What is your current job position? Be as specific as possible without disclosing any identifiable information.
G03Q10,"In this survey, “LLM” refers to large language models, such as ChatGPT, DeepSeek, Claude, Gemini, or similar AI systems that generate or process text."
G03Q11,"How often do you use LLMs? “Using LLMs” includes any interaction where you ask questions, request summaries, generate content, solve problems, or receive assistance from such AI tools in a personal context."
G03Q12,"How often do you use LLMs? “Using LLMs” includes any interaction where you ask questions, request summaries, generate content, solve problems, or receive assistance from such AI tools in a work-related context."
G03Q13[1],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM improves the quality of the work I do.]
G03Q13[2],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM gives me greater control over my work.]
G03Q13[3],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM enables me to accomplish tasks more quickly.]
G03Q13[4],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM supports critical aspects of my job.]
G03Q13[5],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM increases my productivity.]
G03Q13[6],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM improves my job performance.]
G03Q13[7],"The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Attention check: please select ""7 ‒ Strongly agree""]"
G03Q13[8],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM allows me to accomplish more work than would otherwise be possible.]
G03Q13[9],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM enhances my effectiveness on the job.]
G03Q13[10],The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Using LLM makes it easier to do my job.]
G03Q13[11],"The following statements concern how useful you find large language models (LLMs) for completing your work. Please indicate how well each statement reflects your experience. [Overall, I find the LLMs useful in my job.]"
G03Q14[1],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs improves the quality of my workplace learning.]"
G03Q14[2],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs gives me greater control over my workplace learning.]"
G03Q14[3],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [LLMs enable me to accomplish learning tasks more quickly.]"
G03Q14[4],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [LLMs support critical aspects of my workplace learning.]"
G03Q14[5],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs increases my productivity in learning at work.]"
G03Q14[6],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs improves my performance in learning new things at work.]"
G03Q14[7],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs allows me to accomplish more workplace learning than would otherwise be possible.]"
G03Q14[8],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs enhances my effectiveness in learning at work.]"
